location,price,bedrooms,bathrooms,floor area,land area,latitude,longitude,city,province,region
"Dona Pilar Sasa, Davao City Sasa, Davao",16000000.0,5.0,4.0,167.0,152.0,7.1201013,125.6505837,Davao,Davao del Sur,Region XI
"Ayala Alabang, Muntinlupa",213000000.0,5.0,5.0,800.0,660.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Salu, Porac",869000.0,1.0,1.0,32.0,62.0,15.0188367,120.5412948,Porac,Pampanga,Region III
"Poblacion Occidental, Consolacion",22000000.0,6.0,5.0,400.0,394.0,10.3741863,123.9529404,Consolacion,Cebu,Region VII
"Brgy 3 Poblacion Alaminos Laguna Barangay Iii, Alaminos",6270000.0,3.0,2.0,77.0,140.0,14.072848,121.2556397,Alaminos,Laguna,Region IV-A
"Kalubkob, Silang",5781000.0,3.0,3.0,108.0,117.0,14.208871,120.9528707,Silang,Cavite,Region IV-A
"Lot 13 Block 17, Along Road Lot 22. Camella Lessandra A Jibao-An, Pavia",1300000.0,1.0,1.0,48.0,70.0,10.75553464,122.5156595,Pavia,Iloilo,Region VI
"Dely St Muntingdilaw, Antipolo",7257800.0,3.0,2.0,93.0,155.0,14.5984702,121.1282932,Antipolo,Rizal,Region IV-A
"Talon Dos, Las Pinas",15800000.0,4.0,3.0,175.0,115.3,14.4330886,120.9847045,Las Pinas,Las Pinas,NCR
"Joyao-Joyao, Numancia",2959000.0,2.0,1.0,46.0,44.0,11.69638382,122.3310274,Numancia,Aklan,Region VI
"Joyao-Joyao, Numancia, Western Visayas, Philippines Joyao-Joyao, Numancia",1969000.0,1.0,1.0,22.0,44.0,11.69638382,122.3310274,Numancia,Aklan,Region VI
"Lagtang, Talisay, Central Visayas, Philippines Lagtang, Talisay",13000000.0,3.0,2.0,172.0,150.0,10.26986927,123.8342241,Talisay,Batangas,Region IV-A
"Concepcion Uno, Marikina",6500000.0,5.0,3.0,300.0,380.0,14.6510742,121.1038227,Marikina,Marikina,NCR
"Talon Uno, Las Pinas",15000000.0,4.0,4.0,220.0,111.0,14.4478903,120.9853979,Las Pinas,Las Pinas,NCR
"Salu, Porac",1227000.0,2.0,1.0,39.0,107.0,15.0188367,120.5412948,Porac,Pampanga,Region III
"Cupang, Antipolo",6560400.0,3.0,2.0,99.3,60.7,14.6360063,121.1240475,Antipolo,Rizal,Region IV-A
"Toril, Davao",19500000.0,4.0,4.0,330.0,550.0,7.0380711,125.4651385,Davao,Davao del Sur,Region XI
"Camella Homes, Cabid-An, Sorsogon, Bicol, Philippines Cabid-An, Sorsogon",4340000.0,2.0,1.0,46.0,66.0,12.97665972,124.0393066,Sorsogon,Sorsogon,Region V
"San Andres, Cainta",26500000.0,5.0,5.0,350.0,150.0,14.5738922,121.111182,Cainta,Rizal,Region IV-A
"Ma-A, Davao",16000000.0,4.0,4.0,202.0,180.0,7.0807144,125.5827159,Davao,Davao del Sur,Region XI
"Timalan Balsahan, Naic",1600000.0,2.0,1.0,47.0,54.0,14.3358939,120.7871387,Naic,Cavite,Region IV-A
"Langkaan I, Dasmarinas",2068000.0,2.0,1.0,44.5,58.5,14.293724,120.9366838,Dasmarinas,Cavite,Region IV-A
"Along Molino Road Molino Iii, Bacoor",8231063.0,4.0,3.0,98.0,131.0,14.3969475,120.9413346,Bacoor,Cavite,Region IV-A
"Don Jose, Santa Rosa",18000000.0,5.0,4.0,304.0,200.0,14.2548285,121.0664623,Santa Rosa,Ilocos Sur,Region I
"Tunasan, Muntinlupa",13000000.0,3.0,3.0,140.0,240.0,14.3801129,121.0514828,Muntinlupa,Muntinlupa,NCR
"Mayamot, Antipolo",13000000.0,4.0,3.0,144.0,120.0,14.6248348,121.1213588,Antipolo,Rizal,Region IV-A
"Talon Dos, Las Pinas",15000000.0,5.0,4.0,240.0,122.0,14.4330886,120.9847045,Las Pinas,Las Pinas,NCR
"Inarawan, Antipolo",50000000.0,4.0,5.0,495.0,521.0,14.6246563,121.1803519,Antipolo,Rizal,Region IV-A
"Hoyo, Silang",6546210.0,4.0,2.0,116.4,176.0,14.1954985,121.0064911,Silang,Cavite,Region IV-A
"San Andres, Cainta",26500000.0,5.0,5.0,350.0,150.0,14.5738922,121.111182,Cainta,Rizal,Region IV-A
"Ayala Alabang, Muntinlupa",900000000.0,5.0,5.0,1080.0,2571.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"B.F. Homes, Paranaque",17800000.0,3.0,2.0,280.0,280.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"San Miguel, Pasig",25000000.0,6.0,6.0,380.0,150.0,14.5658684,121.0855568,Pasig,Pasig,NCR
"San Antonio, Paranaque, National Capital Region, Philippines Don Bosco, Paranaque",9488617.0,3.0,3.0,121.0,100.0,14.46740867,121.0256043,Paranaque,Paranaque,NCR
"Hugo Perez Rd Perez, Trece Martires",2110795.0,3.0,2.0,64.3,50.0,14.282215,120.8905553,Trece Martires,Cavite,Region IV-A
"New Manila, Quezon City",65000000.0,5.0,5.0,488.0,167.0,14.6134141,121.0291416,Quezon City,Bukidnon,Region X
"Sun Valley, Paranaque, National Capital Region, Philippines Sun Valley, Paranaque",9200000.0,4.0,3.0,118.7,66.0,14.49175,121.0398627,Paranaque,Paranaque,NCR
"Penguin St., Zabarte Subd., Quezon City Kaligayahan, Quezon City",5480000.0,3.0,2.0,94.4,60.0,14.73941133,121.0509799,Quezon City,Bukidnon,Region X
"Langkaan I, Dasmarinas",3200000.0,3.0,2.0,110.0,150.0,14.293724,120.9366838,Dasmarinas,Cavite,Region IV-A
"Dely St Muntingdilaw, Antipolo",5324500.0,2.0,2.0,88.0,60.0,14.5984702,121.1282932,Antipolo,Rizal,Region IV-A
"Mckinley Hill, Taguig",208000000.0,5.0,6.0,642.0,288.0,14.5330489,121.0524293,Taguig,Taguig,NCR
"Merville, Paranaque",78000000.0,4.0,4.0,300.0,705.0,14.501909,121.0266683,Paranaque,Paranaque,NCR
"Inarawan, Antipolo",68000000.0,7.0,7.0,884.0,523.0,14.6246563,121.1803519,Antipolo,Rizal,Region IV-A
"Inchican, Silang",17990000.0,3.0,2.0,220.0,150.0,14.2510549,121.0527366,Silang,Cavite,Region IV-A
"Forbes Park, Makati, National Capital Region, Philippines Forbes Park, Makati",2500000000.0,5.0,7.0,2100.0,1525.0,14.54655976,121.0376131,Makati,Makati,NCR
"Agus, Lapu-Lapu",9000000.0,4.0,5.0,156.0,150.0,10.2807554,123.9843016,Lapu-Lapu,Cebu,Region VII
"Langgam, San Pedro",2484027.0,1.0,1.0,26.0,84.0,14.3269207,121.0178307,San Pedro,Laguna,Region IV-A
"Lot 74 G And F Wilson Street ( Interior Of Fulton Street ) Barangay Lahug Cebu City Cebu Lahug, Cebu",6500000.0,3.0,4.0,184.0,130.0,10.33519639,123.9026544,Cebu,Cebu,Region VII
"Parang, Marikina",6500000.0,3.0,2.0,81.0,88.8,14.6589442,121.1118171,Marikina,Marikina,NCR
"Fairview, Quezon City",6950000.0,3.0,3.0,96.0,60.0,14.7055228,121.0742821,Quezon City,Bukidnon,Region X
"Alabang, Muntinlupa",63500000.0,7.0,7.0,700.0,460.0,14.4185637,121.0447216,Muntinlupa,Muntinlupa,NCR
"Talon Dos Bf Resort Talon Dos, Las Pinas",15000000.0,4.0,3.0,210.0,111.0,14.4330886,120.9847045,Las Pinas,Las Pinas,NCR
"Bulihan, Malolos",3812480.0,2.0,2.0,52.0,96.0,14.8614278,120.8067497,Malolos,Bulacan,Region III
"B.F. Homes, Paranaque",45000000.0,4.0,4.0,350.0,280.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Banaybanay, Padre Garcia",2300000.0,3.0,1.0,48.0,52.0,13.8998198,121.2182294,Padre Garcia,Batangas,Region IV-A
"Bakakeng North, Baguio",20000000.0,3.0,4.0,280.0,408.0,16.3836602,120.5912301,Baguio,Benguet,CAR
"Hibok-Hibok, Block 20, Lot 12, Pulu Amsic Subdivision Amsic, Angeles",19900000.0,3.0,4.0,240.0,246.0,15.15780137,120.5691808,Angeles,Pampanga,Region III
"St. Francis Homes Xi, Binan Laguna Canlalay, Binan",9000000.0,5.0,3.0,280.0,279.0,14.32299278,121.0927955,Binan,Laguna,Region IV-A
"San Vicente, San Pablo",3500000.0,3.0,2.0,57.4,80.0,14.0226687,121.3416391,San Pablo,Isabela,Region II
"Antipolo, Calabarzon, Philippines San Roque, Antipolo",6503750.0,3.0,3.0,130.7,60.0,14.57370507,121.1708548,Antipolo,Rizal,Region IV-A
"Pan-Philippine Hwy San Vicente, San Pablo",3700000.0,4.0,2.0,85.0,74.0,14.00601546,121.3362269,San Pablo,Isabela,Region II
Sta Rosa City Laguna,6800000.0,4.0,3.0,187.2,137.0,14.27758271,121.0926867,Sta Rosa City Laguna,Laguna,Region IV-A
"Pan-Philippine Hwy San Vicente, San Pablo",2600000.0,3.0,2.0,54.7,50.0,14.00601546,121.3362269,San Pablo,Isabela,Region II
"Panorama St, 1811 Marikina, Philippines Marikina Heights, Marikina",6600000.0,4.0,2.0,140.0,70.0,14.63942048,121.1289044,Marikina,Marikina,NCR
"Del Carmen, San Fernando",5000000.0,3.0,2.0,150.0,81.0,15.0487446,120.6882894,San Fernando,Bukidnon,Region X
"Damilag, Manolo Fortich",1700000.0,3.0,2.0,52.5,116.0,8.3553282,124.8126054,Manolo Fortich,Bukidnon,Region X
"Lot 12, Block 8, Along Unnamed Subd. Road, Tungkop, Minglanilla",3200000.0,1.0,1.0,124.0,124.0,10.24081096,123.7874714,Minglanilla,Cebu,Region VII
"Lot 15 Block 4, Along Road Lot 4, Camella Pine Grove Phase 2 Mandalagan, Bacolod",3100000.0,1.0,1.0,83.0,91.0,10.68960812,122.9738667,Bacolod,Lanao,Region X
"Mayamot, Antipolo",15000000.0,3.0,3.0,160.0,120.0,14.6248348,121.1213588,Antipolo,Rizal,Region IV-A
"Balsic, Hermosa",2100000.0,3.0,1.0,70.0,118.0,14.8645114,120.490254,Hermosa,Bataan,Region III
"Salu, Porac",1788000.0,2.0,1.0,44.0,107.0,15.0188367,120.5412948,Porac,Pampanga,Region III
"Olivarez Tagaytay San Jose, Tagaytay",14900000.0,5.0,7.0,350.0,264.0,14.11962597,120.9577186,Tagaytay,Cavite,Region IV-A
"Malainen Luma, Naic",1815200.0,2.0,1.0,38.0,84.0,14.270612,120.7919224,Naic,Cavite,Region IV-A
"Molino-Paliparan Rd Molino Iv, Bacoor",3697532.0,2.0,1.0,42.4,72.0,14.36966927,120.9810315,Bacoor,Cavite,Region IV-A
"Santan St Cupang, Antipolo",4150000.0,3.0,2.0,78.3,50.0,14.63716058,121.1332686,Antipolo,Rizal,Region IV-A
"Carsadang Bago, Imus, Calabarzon, Philippines Carsadang Bago I, Imus",3200000.0,3.0,3.0,94.0,50.0,14.4290953,120.9288976,Imus,Cavite,Region IV-A
"B.F. Homes, Paranaque",32500000.0,5.0,4.0,370.0,280.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Tunasan, Muntinlupa",50000000.0,4.0,4.0,475.0,338.0,14.3801129,121.0514828,Muntinlupa,Muntinlupa,NCR
"Diliman, Quezon City",13000000.0,3.0,3.0,180.0,60.0,14.6361294,121.0335841,Quezon City,Bukidnon,Region X
"Amsic, Angeles",12800000.0,4.0,4.0,128.0,150.0,15.1560029,120.5708031,Angeles,Pampanga,Region III
"Silangan, San Mateo",14000000.0,3.0,3.0,240.0,152.0,14.65671895,121.1508088,San Mateo,Isabela,Region II
"Sabutan, Silang",3500000.0,2.0,2.0,67.0,80.0,14.2299502,120.9743357,Silang,Cavite,Region IV-A
"Congressional Avenue, Quezon City",10900000.0,3.0,1.0,140.0,80.0,14.6679427,121.0340442,Quezon City,Bukidnon,Region X
"Salitran I, Dasmarinas",35000000.0,4.0,4.0,301.0,491.0,14.3502316,120.9378666,Dasmarinas,Cavite,Region IV-A
"Buho, Silang",8500000.0,3.0,3.0,120.0,108.0,14.1386647,120.9553978,Silang,Cavite,Region IV-A
"San Juan, Taytay",4700000.0,4.0,4.0,120.0,60.0,14.5585639,121.1360313,Taytay,Palawan,MIMAROPA
"Don Bosco, Paranaque",15500000.0,4.0,3.0,260.0,200.0,14.4843304,121.0314209,Paranaque,Paranaque,NCR
"Catalunan Pequeno, Davao",3000000.0,2.0,1.0,36.0,120.0,7.0754348,125.520254,Davao,Davao del Sur,Region XI
"Inchican, Silang",39000000.0,7.0,4.0,300.0,345.0,14.2510549,121.0527366,Silang,Cavite,Region IV-A
"Saranay Road Bagumbong Caloocan City Bagumbong, Caloocan",4438000.0,3.0,2.0,72.0,80.0,14.7547818,121.0256669,Caloocan,Caloocan,NCR
"Punta I, Tanza",1690000.0,3.0,1.0,45.0,36.0,14.3521701,120.8598484,Tanza,Cavite,Region IV-A
"De Castro Ave, Pasig, Philippines Rosario, Pasig",7000000.0,3.0,3.0,110.0,73.0,14.5880653,121.0972902,Pasig,Pasig,NCR
Taytay,9000000.0,4.0,2.0,160.0,111.0,14.5706996,121.13202,Taytay,Palawan,MIMAROPA
"B.F. Homes, Paranaque",24000000.0,3.0,3.0,290.0,204.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Barangay Ii, Alaminos",4433750.0,2.0,2.0,106.0,138.0,14.0733361,121.256544,Alaminos,Laguna,Region IV-A
"San Antonio Rd San Antonio, Binan",2750000.0,2.0,1.0,43.0,45.0,14.3313691,121.0855278,Binan,Laguna,Region IV-A
"Lot 5 Block 10 Torquise Street City Heights Subdivision Barangay Taculing Bacolod City Negros Occidental Taculing, Bacolod",7000000.0,3.0,4.0,226.0,240.0,10.6528721,122.9553982,Bacolod,Lanao,Region X
"Pasong Buaya Ii, Imus",3400000.0,2.0,1.0,80.0,57.5,14.3817416,120.968223,Imus,Cavite,Region IV-A
"C. Lawis Ext San Luis, Antipolo",4000000.0,3.0,2.0,80.0,48.0,14.59087293,121.1882015,Antipolo,Rizal,Region IV-A
"Teachers Village East, Quezon City",22600000.0,4.0,4.0,265.7,68.0,14.6442313,121.059698,Quezon City,Bukidnon,Region X
"Teachers Village East, Quezon City",16000000.0,3.0,3.0,175.0,67.0,14.6442313,121.059698,Quezon City,Bukidnon,Region X
"Santa Lucia, Pasig",8530000.0,3.0,2.0,132.0,90.0,14.5842641,121.1013028,Pasig,Pasig,NCR
"Biga I, Silang",7494000.0,3.0,2.0,66.0,121.0,14.2449652,120.9757013,Silang,Cavite,Region IV-A
"Kaunlaran Rd Palo-Alto, Calamba",4500505.0,3.0,2.0,54.0,96.0,14.18596405,121.1081526,Calamba,Laguna,Region IV-A
"Lot 10 Block 21 Coolidge Street Cuesta Verde Executive Village Phase 2 Barangay Dalig Antipolo City Rizal Dalig, Antipolo",5200000.0,6.0,6.0,192.7,157.0,14.57424941,121.1812249,Antipolo,Rizal,Region IV-A
"Bugtong Na Pulo, Lipa",8365000.0,5.0,3.0,150.0,150.0,13.9984308,121.1674592,Lipa,Batangas,Region IV-A
"Balsic, Hermosa",1700000.0,3.0,1.0,40.0,70.0,14.8645114,120.490254,Hermosa,Bataan,Region III
"Lot 14 Block 6, Road Lot 2, Ruby Drive, Camella Santiago City Batal, Santiago",3000000.0,1.0,1.0,90.0,119.0,16.69703948,121.5737924,Santiago,Agusan del Norte,Region XIII
"B.F. Homes, Paranaque",36000000.0,5.0,4.0,250.0,204.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Buhangin, Davao",15900000.0,5.0,3.0,300.0,162.0,7.1469686,125.5940509,Davao,Davao del Sur,Region XI
"Panungyanan, General Trias",4500000.0,4.0,2.0,81.0,100.0,14.2349557,120.9217871,General Trias,Cavite,Region IV-A
"Dungon, Iloilo",8000000.0,4.0,3.0,240.0,212.0,10.7260028,122.539162,Iloilo,Iloilo,Region VI
"Ana Ros Subdivision, Hibao-An Norte, Mandurriao Mandurriao, Iloilo",5500000.0,3.0,3.0,112.0,100.0,10.7298445,122.5251582,Iloilo,Iloilo,Region VI
"Lot 3 Block 3 Pcs-04-002881 Diamond Street Palmera Hills 2 Barangay Dolores Taytay Dolores, Taytay",6800000.0,4.0,4.0,208.8,281.0,14.57775755,121.149976,Taytay,Palawan,MIMAROPA
"Lots 5, 6, 7 & 8 Jardin Leonila Subdivision Barangay Maahas Los Banos Laguna Maahas, Los Banos",6643000.0,9.0,5.0,438.0,480.0,14.17920769,121.2522677,Los Banos,Laguna,Region IV-A
"Lot 1 Blk 11, Road Lot 8 Corner Road Lot 2, Carmel Village Barandal, Calamba",1860000.0,1.0,1.0,48.0,159.0,14.20627752,121.1194196,Calamba,Laguna,Region IV-A
"The Regina Northview Subdivision, Cutcut I, Capas, Tarlac Cutcut 1St, Capas",2177000.0,2.0,1.0,36.0,100.0,15.31166113,120.5811072,Capas,Tarlac,Region III
"Bagong Nayon 1 Bagong Nayon, Antipolo",5800000.0,7.0,5.0,151.0,150.0,14.62972185,121.1677207,Antipolo,Rizal,Region IV-A
"Lawa, Calamba",2400000.0,4.0,2.0,62.2,60.0,14.2052753,121.1474637,Calamba,Laguna,Region IV-A
"Farmington Street, Hillcrest Subdivision, Talomo District, Diversion Road Talomo, Davao",2662000.0,3.0,2.0,38.0,121.0,7.066155597,125.5627136,Davao,Davao del Sur,Region XI
"Santa Ana, Taytay",34000000.0,4.0,3.0,350.0,192.0,14.5654235,121.1267997,Taytay,Palawan,MIMAROPA
"Pandan, Angeles",28000000.0,4.0,3.0,272.0,221.0,15.1520332,120.6088623,Angeles,Pampanga,Region III
"Project 8, Quezon City",5000000.0,2.0,1.0,69.0,35.0,14.6641862,121.0201724,Quezon City,Bukidnon,Region X
"Lot 20, Blk 5, Along Cherry St., Savannah Glen F Abilay Norte, Oton",1400000.0,1.0,1.0,46.0,91.0,10.74869931,122.5025877,Oton,Iloilo,Region VI
"Salitran I, Dasmarinas",10980000.0,3.0,3.0,110.0,120.0,14.3502316,120.9378666,Dasmarinas,Cavite,Region IV-A
"San Miguel, Pasig",15500000.0,5.0,3.0,180.0,120.0,14.5658684,121.0855568,Pasig,Pasig,NCR
"Maharlika West, Tagaytay",22000000.0,4.0,4.0,400.0,600.0,14.0977832,120.9430935,Tagaytay,Cavite,Region IV-A
"Apo Street, Pulu Amsic Subdivision Amsic, Angeles",220000000.0,11.0,12.0,2200.0,1399.0,15.15892947,120.5692092,Angeles,Pampanga,Region III
"Kaybagal North, Tagaytay",13000000.0,4.0,5.0,300.0,400.0,14.1221752,120.9354195,Tagaytay,Cavite,Region IV-A
"Tatala Rd Tatala, Binangonan",2500000.0,2.0,1.0,50.0,64.0,14.4756233,121.2054562,Binangonan,Laguna,Region IV-A
"Don Bosco, Paranaque",18500000.0,5.0,5.0,240.0,210.0,14.4843304,121.0314209,Paranaque,Paranaque,NCR
"M Residences At Mahogany Place 3, Acacia Estates, Taguig City Bambang, Taguig",22749290.0,4.0,4.0,119.3,75.0,14.52260666,121.0675721,Taguig,Taguig,NCR
"Bambang, Taguig",24372955.0,4.0,3.0,166.0,75.0,14.525747,121.0729149,Taguig,Taguig,NCR
"Lots 1 And 2 Block 25 Coolidge Street Corner Buchanan Street Cuesta Verde Executive Village Phase 2 Barangay Dalig Antipolo City Rizal Dalig, Antipolo",8000000.0,6.0,7.0,239.0,269.0,14.57423902,121.1813,Antipolo,Rizal,Region IV-A
"Bago Gallera, Davao",6050000.0,4.0,3.0,90.6,180.0,7.0546491,125.5102936,Davao,Davao del Sur,Region XI
"Inchican, Silang",17000000.0,4.0,4.0,230.0,150.0,14.2510549,121.0527366,Silang,Cavite,Region IV-A
"Bagumbayan, Tanauan",2500000.0,3.0,2.0,66.0,100.0,14.0741993,121.138914,Tanauan,Batangas,Region IV-A
"San Miguel, Pasig",16500000.0,4.0,3.0,182.0,127.0,14.5658684,121.0855568,Pasig,Pasig,NCR
"Acropolis Residences, Kauswagan Rd., Brgy. Talamban, Cebu City Philippines (Across Northgen Hospital) Talamban, Cebu",7258203.0,3.0,2.0,161.0,60.0,10.3741261,123.9112195,Cebu,Cebu,Region VII
"Dalig, Antipolo",65000000.0,8.0,7.0,670.0,555.0,14.5730447,121.1864717,Antipolo,Rizal,Region IV-A
"New Manila, Quezon City",52000000.0,3.0,3.0,380.0,162.3,14.6134141,121.0291416,Quezon City,Bukidnon,Region X
"Santo Domingo, Santa Rosa",13000000.0,4.0,3.0,230.0,150.0,14.2459557,121.0461524,Santa Rosa,Ilocos Sur,Region I
"Asisan, Tagaytay",16000000.0,5.0,2.0,180.0,540.0,14.0986387,120.9087557,Tagaytay,Cavite,Region IV-A
"Pooc, Talisay",4500000.0,3.0,2.0,90.0,55.0,10.2383782,123.8244385,Talisay,Batangas,Region IV-A
"Western Bicutan, Taguig",45000000.0,4.0,3.0,370.0,200.0,14.5095273,121.0380244,Taguig,Taguig,NCR
Antipolo,78000000.0,5.0,5.0,822.0,556.0,14.5871972,121.1759246,Antipolo,Rizal,Region IV-A
"Lot 69 Block 2 Pueblo El Grande Subdivision Phase 3 Barangay Tayud Consolacion Cebu Tayud, Consolacion",5500000.0,2.0,4.0,112.0,120.0,10.36959533,123.9842767,Consolacion,Cebu,Region VII
